host,active,"high_DPC_Time","high_DPC_time_with_processor_bottleneck_Processor_time","high_DPC_time_with_processor_bottleneck_dpc_time","high_interrupt_time","high_processor_queue","high_processor_usage","high_system_usage_Privileged_time","high_system_usage_Processor_time"
"WIN-VEQMG5BKEUT",true,20,80,15,20,5,80,30,80
